"","mz1","rt1","Intensity","mz2","rt2","Metabolite","Accession","Theoretical_mz","Adduct","Charge","Annotation","Score","delmz_ppm","Grades"
"10410",739.5744141,3.8948,772340.1875,739.5682969402,3.852270508,"1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine","NISTNO:1150146",730.5381034,"[M+H]+",1,"13C_09",0.171788407650071,8.27118905607305,"D"
"43141",715.5733032,4.19828333333333,263986.4063,715.5677847402,3.891499583,"1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine","NISTNO:1150131",706.5375912,"[M+H]+",1,"13C_09",0.170026047862272,7.71194198473079,"D"
"4403",715.5733032,4.19828333333333,263986.4063,715.5677847402,3.891499583,"1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine","NISTNO:1150215",706.5375912,"[M+H]+",1,"13C_09",0.170026047862272,7.71194198473079,"D"
"44911",715.5733032,4.19828333333333,263986.4063,715.5677847402,3.891499583,"1-Palmitoyl-2-myristoyl-sn-glycero-3-phosphocholine","NISTNO:1150262",706.5375912,"[M+H]+",1,"13C_09",0.170026047862272,7.71194198473079,"D"
"45821",715.5733032,4.19828333333333,263986.4063,715.5677847402,3.891499583,"1,2-Dipalmitoyl-sn-glycero-3-phosphoethanolamine-N-methyl","NISTNO:1150682",706.5375912,"[M+H]+",1,"13C_09",0.170026047862272,7.71194198473079,"D"
"46711",715.5733032,4.19828333333333,263986.4063,715.5677847402,3.891499583,"1,2-Dihexadecanoyl-sn-glycero-3-phospho-N-methylethanolamine","NISTNO:1047941",706.5375912,"[M+H]+",1,"13C_09",0.170026047862272,7.71194198473079,"D"
"1394",132.0750198,10.7068333333333,408120.375,132.0742149402,10.07748617,"3,5-Dihydroxybenzyl alcohol","NISTNO:1074336",123.0440214,"[M+H-H2O]+",1,"13C_09",0.123962754256171,6.09395933638157,"D"
"14810",132.0750198,10.7068333333333,408120.375,132.0742149402,10.07748617,"5-Amino-2-methoxyphenol_RT2","NISTNO:1051344",123.0440214,"[M+H-NH3]+",1,"13C_09",0.123962754256171,6.09395933638157,"D"
"1573",132.0750198,10.7068333333333,408120.375,132.0742149402,10.07748617,"Salicylaldehyde","NISTNO:1222342",123.0440214,"[M+H]+",1,"13C_09",0.123962754256171,6.09395933638157,"D"
"16610",132.0750198,10.7068333333333,408120.375,132.0742149402,10.07748617,"4-Hydroxybenzaldehyde","NISTNO:1185065",123.0440214,"[M+H]+",1,"13C_09",0.123962754256171,6.09395933638157,"D"
"17591",132.0750198,10.7068333333333,408120.375,132.0742149402,10.07748617,"2-Methyl-1,4-benzoquinone","NISTNO:1607973",123.0440214,"[M+H]+",1,"13C_09",0.123962754256171,6.09395933638157,"D"
"18431",132.0750198,10.7068333333333,408120.375,132.0742149402,10.07748617,"3-Hydroxybenzaldehyde","NISTNO:1469499",123.0440214,"[M+H]+",1,"13C_09",0.123962754256171,6.09395933638157,"D"
"14111",132.0750198,10.7068333333333,408120.375,132.0741888402,10.08984985,"3,5-Dihydroxybenzyl alcohol","NISTNO:1332676",123.0439953,"[M+H-H2O]+",1,"13C_09",0.118803262492072,6.29157429812669,"D"
"1508",132.0750198,10.7068333333333,408120.375,132.0741888402,10.08984985,"5-Amino-2-methoxyphenol_RT2","NISTNO:1353461",123.0439953,"[M+H-NH3]+",1,"13C_09",0.118803262492072,6.29157429812669,"D"
"1597",132.0750198,10.7068333333333,408120.375,132.0741888402,10.08984985,"Salicylaldehyde","NISTNO:1222348",123.0439953,"[M+H]+",1,"13C_09",0.118803262492072,6.29157429812669,"D"
"16871",132.0750198,10.7068333333333,408120.375,132.0741888402,10.08984985,"4-Hydroxybenzaldehyde","NISTNO:1185077",123.0439953,"[M+H]+",1,"13C_09",0.118803262492072,6.29157429812669,"D"
"17710",132.0750198,10.7068333333333,408120.375,132.0741888402,10.08984985,"2-Methyl-1,4-benzoquinone","NISTNO:1607983",123.0439953,"[M+H]+",1,"13C_09",0.118803262492072,6.29157429812669,"D"
"8510",175.0826477,11.4646333333333,1099961.875,175.0834101402,10.6761322,"Methionine sulfoxide","NISTNO:1007191",166.0532166,"[M+H]+",1,"13C_09",0.0992380806700212,4.35474451658275,"D"
"8782",175.0826477,11.4646333333333,1099961.875,175.0834155402,10.60337524,"Methionine sulfoxide","NISTNO:1256324",166.053222,"[M+H]+",1,"13C_09",0.0335119013352442,4.38558709329146,"D"
"9012",175.0826477,11.4646333333333,1099961.875,175.0833923402,10.56625875,"Methionine sulfoxide","NISTNO:1256321",166.0531988,"[M+H]+",1,"13C_09",0.00603640028718488,4.25307824492703,"D"
"7201",130.0987549,10.9841,382843.375,130.099019178,10.81461995,"L-Threonine_RT4","NISTNO:1187883",120.0654708,"[M+H]+",1,"13C_10",0.735447723306048,2.03136455999288,"B"
"7292",130.0987549,10.9841,382843.375,130.099019178,10.81461995,"N-Methyl-L-serine_RT4","NISTNO:1251467",120.0654708,"[M+H]+",1,"13C_10",0.735447723306048,2.03136455999288,"B"
"7382",130.0987549,10.9841,382843.375,130.099019178,10.81461995,"L-Homoserine_RT4","NISTNO:1345307",120.0654708,"[M+H]+",1,"13C_10",0.735447723306048,2.03136455999288,"B"
"7471",130.0987549,10.9841,382843.375,130.099019178,10.81461995,"O-Methyl-DL-serine_RT4","NISTNO:1235891",120.0654708,"[M+H]+",1,"13C_10",0.735447723306048,2.03136455999288,"B"
"7533",130.0987549,10.9841,382843.375,130.099019178,10.81461995,"DL-Homoserine_RT4","NISTNO:1007226",120.0654708,"[M+H]+",1,"13C_10",0.735447723306048,2.03136455999288,"B"
"7614",130.0987549,10.9841,382843.375,130.099019178,10.81461995,"L-.beta.-Homoserine_RT4","NISTNO:1363770",120.0654708,"[M+H]+",1,"13C_10",0.735447723306048,2.03136455999288,"B"
"7694",130.0987549,10.9841,382843.375,130.099019178,10.81461995,"L-Serine methyl ester_RT4","NISTNO:1255564",120.0654708,"[M+H]+",1,"13C_10",0.735447723306048,2.03136455999288,"B"
"7247",130.0987549,10.9841,382843.375,130.099053378,10.82877808,"N-Methyl-L-serine_RT4","NISTNO:1251468",120.065505,"[M+H]+",1,"13C_10",0.722943412573038,2.29424178769778,"B"
"7141",130.0987549,10.9841,382843.375,130.099038978,10.80626221,"L-Threonine_RT4","NISTNO:1005000",120.0654906,"[M+H]+",1,"13C_10",0.718387721289315,2.18355663925944,"B"
"7234",130.0987549,10.9841,382843.375,130.099038978,10.80626221,"N-Methyl-L-serine_RT4","NISTNO:1251473",120.0654906,"[M+H]+",1,"13C_10",0.718387721289315,2.18355663925944,"B"
"7321",130.0987549,10.9841,382843.375,130.099038978,10.80626221,"L-Homoserine_RT4","NISTNO:1058729",120.0654906,"[M+H]+",1,"13C_10",0.718387721289315,2.18355663925944,"B"
"722",130.0987549,10.9841,382843.375,130.099029078,10.79073792,"N-Methyl-L-serine_RT4","NISTNO:1251471",120.0654807,"[M+H]+",1,"13C_10",0.713988119527014,2.10746059962616,"B"
"7311",130.0987549,10.9841,382843.375,130.099029078,10.79073792,"L-Homoserine_RT4","NISTNO:1058735",120.0654807,"[M+H]+",1,"13C_10",0.713988119527014,2.10746059962616,"B"
"7351",130.0987549,10.9841,382843.375,130.099074978,10.78948466,"L-Homoserine_RT4","NISTNO:1345308",120.0655266,"[M+H]+",1,"13C_10",0.686305257935115,2.46026951035529,"C"
"8432",796.6305542,3.74991666666667,112805.6641,796.633349278,3.711793518,"1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine","NISTNO:1150383",786.5998009,"[M+H]+",1,"13C_10",0.647072416643943,3.50862515280965,"C"
"8521",796.6305542,3.74991666666667,112805.6641,796.633349278,3.711793518,"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine","NISTNO:1035214",786.5998009,"[M+H]+",1,"13C_10",0.647072416643943,3.50862515280965,"C"
"41031",740.5747925,3.8487,539111.3125,740.571651778,3.852270508,"1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine","NISTNO:1150146",730.5381034,"[M+H]+",1,"13C_10",0.575892490411063,4.24092479492801,"C"
"6504",768.6067301,3.80501666666667,419162.0938,768.602596378,3.810741425,"1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine","NISTNO:1150344",758.569048,"[M+H]+",1,"13C_10",0.462149365538159,5.37820167094011,"D"
"6591",768.6067301,3.80501666666667,419162.0938,768.602596378,3.810741425,"1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine","NISTNO:1035260",758.569048,"[M+H]+",1,"13C_10",0.462149365538159,5.37820167094011,"D"
"6463",768.6067301,3.80501666666667,419162.0938,768.602370178,3.810741425,"1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine","NISTNO:1150351",758.5688218,"[M+H]+",1,"13C_10",0.432721071150662,5.67250042096496,"D"
"6552",768.6067301,3.80501666666667,419162.0938,768.602370178,3.810741425,"1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine","NISTNO:1035268",758.5688218,"[M+H]+",1,"13C_10",0.432721071150662,5.67250042096496,"D"
"5815",742.5819336,3.8487,460193.0313,742.586208778,3.852270508,"1-Oleoyl-2-myristoyl-sn-glycero-3-phosphocholine","NISTNO:1047850",732.5526604,"[M+H]+",1,"13C_10",0.424270908921803,5.75718019334421,"D"
"12511",248.1239929,9.67436666666667,703126.3125,248.125416178,9.914260864,"7,8-Dihydroneopterin","NISTNO:1170783",238.0918678,"[M+H-H2O]+",1,"13C_10",0.378241112199041,5.73615627964651,"D"
"13410",248.1239929,9.67436666666667,703126.3125,248.125416178,9.914260864,"6-Biopterin","NISTNO:1051601",238.0918678,"[M+H]+",1,"13C_10",0.378241112199041,5.73615627964651,"D"
"14341",248.1239929,9.67436666666667,703126.3125,248.125416178,9.914260864,"Sepiapterin","NISTNO:1054017",238.0918678,"[M+H]+",1,"13C_10",0.378241112199041,5.73615627964651,"D"
"7802",230.1498435,8.8835,148397.4063,230.151311978,8.861828613,"Pantothenic acid","NISTNO:1351035",220.1177636,"[M+H]+",1,"13C_10",0.361579064892461,6.38053008275238,"D"
"5831",742.5819336,3.8487,460193.0313,742.586679178,3.852270508,"1-Oleoyl-2-myristoyl-sn-glycero-3-phosphocholine","NISTNO:1150402",732.5531308,"[M+H]+",1,"13C_10",0.360925461216537,6.39064564495574,"D"
"7831",230.1498435,8.8835,148397.4063,230.151319278,8.806533813,"Pantothenic acid","NISTNO:1052461",220.1177709,"[M+H]+",1,"13C_10",0.354172539705214,6.41224854890619,"D"
"7772",230.1498435,8.8835,148397.4063,230.151328978,8.986381022,"Pantothenic acid","NISTNO:1351036",220.1177806,"[M+H]+",1,"13C_10",0.346412474617546,6.45439500377685,"D"
"6582",189.0739724,9.28208333333333,1901648.875,189.073857778,8.606667074,"Clomethiazole","NISTNO:1211924",179.0403094,"[M+NH4]+",1,"13C_10",0.321868558946187,0.606228337665742,"D"
"14812",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Caffeoyl alcohol","NISTNO:1445458",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"15741",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Apocynin","NISTNO:1051380",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"1665",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Tropic acid","NISTNO:1052243",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"17510",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Ethylvanillin","NISTNO:1469293",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"18410",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Acetoisovanillone","NISTNO:1468756",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"19311",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"4-Ethoxybenzoic acid","NISTNO:1471471",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"2027",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"DL-3-Phenyllactic acid","NISTNO:1052286",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"21131",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"3-Phenoxypropionic acid","NISTNO:1198397",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"2201",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Ethyl 3-hydroxybenzoate","NISTNO:1524706",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"22912",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Ethyl 4-hydroxybenzoate","NISTNO:1471503",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"2381",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"D-(+)-3-Phenyllactic acid","NISTNO:1054234",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"2471",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"4-Methoxyphenylacetic acid","NISTNO:1192293",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"2565",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Salicylic acid ethyl ester","NISTNO:1523070",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"2652",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"2'-Hydroxy-4'-methoxyacetophenone","NISTNO:1073911",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"2745",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"2'-Hydroxy-5'-methoxyacetophenone","NISTNO:1073815",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"283",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"2'-Hydroxy-6'-methoxyacetophenone","NISTNO:1073895",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"29211",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"3-(2-Hydroxyphenyl)propionic acid","NISTNO:1552290",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"3016",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"3-(4-Hydroxyphenyl)propionic acid","NISTNO:1349939",149.0594996,"[M+H-H2O]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"31061",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Metolcarb_RT2","NISTNO:1119818",149.0594996,"[M+H-NH3]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"31921",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Benzocaine_RT2","NISTNO:1006324",149.0594996,"[M+H-NH3]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"32821",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"Ethenzamide_RT2","NISTNO:1119543",149.0594996,"[M+H-NH3]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"3374",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"L-Phenylalanine_RT2","NISTNO:1251508",149.0594996,"[M+H-NH3]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"34631",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"DL-Phenylalanine_RT2","NISTNO:1004873",149.0594996,"[M+H-NH3]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"35521",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"N-(4-Hydroxyphenyl)propanamide_RT2","NISTNO:1113356",149.0594996,"[M+H-NH3]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"36411",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"N-Methyl-3,4-(methylenedioxy)benzylamine_RT2","NISTNO:1297174",149.0594996,"[M+H-NH3]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"37351",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"4-Chromanone_RT2","NISTNO:1125771",149.0594996,"[M+H]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"3824",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"3,4-Dihydrocoumarin_RT2","NISTNO:1158979",149.0594996,"[M+H]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"39121",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"trans-Cinnamic acid_RT2","NISTNO:1055355",149.0594996,"[M+H]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"40032",159.0917533,9.30995,680512.6875,159.093047978,9.345016479,"2-Phenylmalonaldehyde_RT2","NISTNO:1341555",149.0594996,"[M+H]+",1,"13C_10",0.185451558705227,8.13793281654676,"D"
"67011",190.1187897,11.15025,397156,190.120113178,10.67613322,"D-Mannosamine_RT4","NISTNO:1169845",180.0865648,"[M+H]+",1,"13C_10",0.157749040999467,6.96132140372609,"D"
"6852",190.1187897,11.15025,397156,190.120113178,10.67613322,"D-Glucosamine_RT4","NISTNO:1056895",180.0865648,"[M+H]+",1,"13C_10",0.157749040999467,6.96132140372609,"D"
"7021",190.1187897,11.15025,397156,190.120113178,10.67613322,"1,6-Anhydro-.beta.-D-glucose_RT5","NISTNO:1070754",180.0865648,"[M+NH4]+",1,"13C_10",0.157749040999467,6.96132140372609,"D"
"7111",190.1187897,11.15025,397156,190.120113178,10.67613322,"3-Hydroxy-3-methylglutaric acid_RT5","NISTNO:1056925",180.0865648,"[M+NH4]+",1,"13C_10",0.157749040999467,6.96132140372609,"D"
"6671",190.1187897,11.15025,397156,190.120120978,10.6761322,"D-Mannosamine_RT4","NISTNO:1169846",180.0865726,"[M+H]+",1,"13C_10",0.154354378405193,7.00234838497505,"D"
"6756",190.1187897,11.15025,397156,190.120120978,10.6761322,"Galactosamine_RT4","NISTNO:1169826",180.0865726,"[M+H]+",1,"13C_10",0.154354378405193,7.00234838497505,"D"
"6824",190.1187897,11.15025,397156,190.120120978,10.6761322,"D-Glucosamine_RT4","NISTNO:1056897",180.0865726,"[M+H]+",1,"13C_10",0.154354378405193,7.00234838497505,"D"
"6871",190.1187897,11.15025,397156,190.120120978,10.6761322,"2-Dimethylamino-6-hydroxypurine_RT4","NISTNO:1072927",180.0865726,"[M+H]+",1,"13C_10",0.154354378405193,7.00234838497505,"D"
"6921",190.1187897,11.15025,397156,190.120120978,10.6761322,"N-Tris(hydroxymethyl)methylglycine_RT4","NISTNO:1108735",180.0865726,"[M+H]+",1,"13C_10",0.154354378405193,7.00234838497505,"D"
"6991",190.1187897,11.15025,397156,190.120120978,10.6761322,"1,6-Anhydro-.beta.-D-glucose_RT5","NISTNO:1070757",180.0865726,"[M+NH4]+",1,"13C_10",0.154354378405193,7.00234838497505,"D"
"6635",190.1187897,11.15025,397156,190.120121278,10.6761322,"D-Mannosamine_RT4","NISTNO:1169838",180.0865729,"[M+H]+",1,"13C_10",0.154223711117422,7.00392634569457,"D"
"6723",190.1187897,11.15025,397156,190.120121278,10.6761322,"Galactosamine_RT4","NISTNO:1006692",180.0865729,"[M+H]+",1,"13C_10",0.154223711117422,7.00392634569457,"D"
"6782",190.1187897,11.15025,397156,190.120121278,10.6761322,"D-Glucosamine_RT4","NISTNO:1006639",180.0865729,"[M+H]+",1,"13C_10",0.154223711117422,7.00392634569457,"D"
"6862",190.1187897,11.15025,397156,190.120121278,10.6761322,"2-Dimethylamino-6-hydroxypurine_RT4","NISTNO:1054433",180.0865729,"[M+H]+",1,"13C_10",0.154223711117422,7.00392634569457,"D"
"6902",190.1187897,11.15025,397156,190.120121278,10.6761322,"N-Tris(hydroxymethyl)methylglycine_RT4","NISTNO:1102108",180.0865729,"[M+H]+",1,"13C_10",0.154223711117422,7.00392634569457,"D"
"6952",190.1187897,11.15025,397156,190.120121278,10.6761322,"1,6-Anhydro-.beta.-D-glucose_RT5","NISTNO:1022379",180.0865729,"[M+NH4]+",1,"13C_10",0.154223711117422,7.00392634569457,"D"
"70411",190.1187897,11.15025,397156,190.120121278,10.6761322,"3-Hydroxy-3-methylglutaric acid_RT5","NISTNO:1052170",180.0865729,"[M+NH4]+",1,"13C_10",0.154223711117422,7.00392634569457,"D"
"66621",190.1187897,11.15025,397156,190.120148278,10.6761322,"D-Mannosamine_RT4","NISTNO:1169843",180.0865999,"[M+H]+",1,"13C_10",0.142426285385849,7.14594281897268,"D"
"6741",190.1187897,11.15025,397156,190.120148278,10.6761322,"Galactosamine_RT4","NISTNO:1169805",180.0865999,"[M+H]+",1,"13C_10",0.142426285385849,7.14594281897268,"D"
"6816",190.1187897,11.15025,397156,190.120148278,10.6761322,"D-Glucosamine_RT4","NISTNO:1056872",180.0865999,"[M+H]+",1,"13C_10",0.142426285385849,7.14594281897268,"D"
"947",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"p-Hydroxyphenyllactic acid","NISTNO:1166216",165.0546258,"[M+H-H2O]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"9562",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"3,4-Dihydroxyhydrocinnamic acid","NISTNO:1344201",165.0546258,"[M+H-H2O]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"9651",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"Methyl vanillate","NISTNO:1353287",165.0546258,"[M+H-H2O]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"9741",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"Syringaldehyde","NISTNO:1227333",165.0546258,"[M+H-H2O]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"983",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"Gallacetophenone-4'-methyl ether","NISTNO:1558891",165.0546258,"[M+H-H2O]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"9922",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"Methyl 2-hydroxy-4-methoxybenzoate","NISTNO:1330390",165.0546258,"[M+H-H2O]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"1001",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"2,3-Dimethoxybenzoic acid","NISTNO:1021099",165.0546258,"[M+H-H2O]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"101011",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"3,5-Dimethoxybenzoic acid","NISTNO:1021101",165.0546258,"[M+H-H2O]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"10191",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"L-Tyrosine_RT2","NISTNO:1187821",165.0546258,"[M+H-NH3]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"10282",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"DL-o-Tyrosine_RT2","NISTNO:1257032",165.0546258,"[M+H-NH3]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"10352",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"Adrenalone_RT2","NISTNO:1119071",165.0546258,"[M+H-NH3]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"10404",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"7-Hydroxychromanone_RT2","NISTNO:1560275",165.0546258,"[M+H]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"1049",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"trans-2-Hydroxycinnamic acid_RT2","NISTNO:1073651",165.0546258,"[M+H]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"10572",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"p-Coumaric acid_RT2","NISTNO:1073628",165.0546258,"[M+H]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"106211",175.0874481,9.23176666666667,93298.17969,175.088174178,10.00439351,"3-Coumaric acid_RT2","NISTNO:1466793",165.0546258,"[M+H]+",1,"13C_10",0.123117020860415,4.14694490035112,"D"
"6882",190.1187897,11.15025,397156,190.120197178,10.6761322,"2-Dimethylamino-6-hydroxypurine_RT4","NISTNO:1352746",180.0866488,"[M+H]+",1,"13C_10",0.120878818710705,7.4031504315031,"D"
"6843",190.1187897,11.15025,397156,190.120135278,10.62766317,"D-Glucosamine_RT4","NISTNO:1056896",180.0865869,"[M+H]+",1,"13C_10",0.120218101002266,7.07756451694091,"D"
"70111",190.1187897,11.15025,397156,190.120135278,10.62766317,"1,6-Anhydro-.beta.-D-glucose_RT5","NISTNO:1031999",180.0865869,"[M+NH4]+",1,"13C_10",0.120218101002266,7.07756451694091,"D"
"10161",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"D-Altrose_RT3","NISTNO:1104051",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"1478",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"D-Psicose_RT3","NISTNO:1022356",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"18111",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"L-Sorbose_RT3","NISTNO:1022296",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"22131",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"D-Fructose_RT3","NISTNO:1022459",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"26111",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"L-(+)-Gulose_RT3","NISTNO:1054269",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"30",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"myo-Inositol_RT3","NISTNO:1075455",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"34131",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"D-(+)-Mannose_RT3","NISTNO:1022437",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"3810",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"D-(-)-Tagatose_RT3","NISTNO:1022398",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"4210",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,".beta.-D-Allose_RT3","NISTNO:1052564",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"4610",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"D-(+)-Galactose_RT3","NISTNO:1053774",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"5010",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"scyllo-Inositol_RT3","NISTNO:1258860",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"548",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,".beta.-D-Glucose_RT3","NISTNO:1103164",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"5813",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,".alpha.-D-(+)-Talose_RT3","NISTNO:1051863",163.0600653,"[M+H-H2O]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
"6210",173.09216,10.3083333333333,1483078.375,173.093613678,10.57327576,"D-Glucosamine_RT2","NISTNO:1006639",163.0600653,"[M+H-NH3]+",1,"13C_10",0.119371198003841,8.3982890963408,"D"
