Analyte Cluster,Analyte Group,Analyte,Accession,Theoretical m/z,Adduct,Charge,Average m/z,Delta Average m/z ppm,Average RT,Std dev RT,Sample,Library,Record ID,ID Score,Raw Intensity,m/z,Aligned RT,delta m/z AMU,delta m/z ppm,m/z FWHM,RT FWHM,Isotopic Distribution Score,Mass Accuracy Score,MS2 Score,XIC Score,Attributes
,3-Furancarboxylic acid_RT4,3-Methyl-2-oxopentanoic acid_RT2,CASNO:1460-34-0,148.0967224,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1052893,0.9671539,1.54E+08,148.0967224,10.6761322,9.73E-05,0.656920745,0.001037598,0.089746698,,0.96715397,,R,
,3-Furancarboxylic acid_RT4,3-Methyl-2-oxopentanoic acid_RT2,CASNO:1460-34-0,148.0967052,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1052893,0.96134675,3.75E+08,148.0967052,10.70935465,1.14E-04,0.773064426,0.00138855,0.577336693,,0.96134675,,R,
,3-Furancarboxylic acid_RT4,4-Oxohexanoic acid_RT2,CASNO:1117-74-4,148.0967352,[M+NH4]+,1,148.09676,0.4106623,10.479231,0.25219625,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1054290,0.9714648,2.44E+08,148.0967352,10.2576182,8.45E-05,0.570702891,0.001419067,0.588669014,,0.9714648,,0.014759973,
,3-Furancarboxylic acid_RT4,4-Oxohexanoic acid_RT2,CASNO:1117-74-4,148.0967611,[M+NH4]+,1,148.09676,0.4106623,10.479231,0.25219625,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1054290,0.9802152,2.65E+08,148.0967611,10.6761322,5.86E-05,0.395696911,0.001022339,0.576960246,,0.98021513,,R,
,3-Furancarboxylic acid_RT4,4-Oxohexanoic acid_RT2,CASNO:1117-74-4,148.0967605,[M+NH4]+,1,148.09676,0.4106623,10.479231,0.25219625,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1054290,0.9799898,2.79E+08,148.0967605,10.16076762,5.93E-05,0.400202862,0.001144409,0.587057114,,0.9799898,,0.043226857,
,3-Furancarboxylic acid_RT4,4-Oxohexanoic acid_RT2,CASNO:1117-74-4,148.0967535,[M+NH4]+,1,148.09676,0.4106623,10.479231,0.25219625,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1054290,0.97764885,2.19E+08,148.0967535,10.17051799,6.62E-05,0.447024288,0.001022339,0.558702596,,0.9776488,,R,
,3-Furancarboxylic acid_RT4,4-Oxohexanoic acid_RT2,CASNO:1117-74-4,148.0968394,[M+NH4]+,1,148.09676,0.4106623,10.479231,0.25219625,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1054290,0.9933537,2.34E+08,148.0968394,10.6761322,1.97E-05,0.132925769,9.92E-04,0.540856806,,0.9933537,,R,
,3-Furancarboxylic acid_RT4,4-Oxohexanoic acid_RT2,CASNO:1117-74-4,148.0968101,[M+NH4]+,1,148.09676,0.4106623,10.479231,0.25219625,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1054290,0.90672195,2.56E+08,148.0968101,10.27719014,9.64E-06,0.065065437,0.001159668,0.563893064,0.8166972,0.9967467,,0.01987529,
,3-Furancarboxylic acid_RT4,4-Oxohexanoic acid_RT2,CASNO:1117-74-4,148.0967821,[M+NH4]+,1,148.09676,0.4106623,10.479231,0.25219625,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1054290,0.9872821,3.25E+08,148.0967821,10.7092336,3.77E-05,0.25435741,0.001480103,0.556512451,,0.9872821,,R,
,3-Furancarboxylic acid_RT4,4-Oxohexanoic acid_RT2,CASNO:1117-74-4,148.0967224,[M+NH4]+,1,148.09676,0.4106623,10.479231,0.25219625,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1054290,0.9671539,1.54E+08,148.0967224,10.6761322,9.73E-05,0.656920745,0.001037598,0.089746698,,0.96715397,,R,
,3-Furancarboxylic acid_RT4,4-Oxohexanoic acid_RT2,CASNO:1117-74-4,148.0967052,[M+NH4]+,1,148.09676,0.4106623,10.479231,0.25219625,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1054290,0.96134675,3.75E+08,148.0967052,10.70935465,1.14E-04,0.773064426,0.00138855,0.577336693,,0.96134675,,R,
,3-Furancarboxylic acid_RT4,2-Ketohexanoic acid_RT2,CASNO:2492-75-3,148.0967352,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1357838,0.9714648,2.44E+08,148.0967352,10.2576182,8.45E-05,0.570702891,0.001419067,0.588669014,,0.9714648,,0.014759973,
,3-Furancarboxylic acid_RT4,2-Ketohexanoic acid_RT2,CASNO:2492-75-3,148.0967611,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1357838,0.9802152,2.65E+08,148.0967611,10.6761322,5.86E-05,0.395696911,0.001022339,0.576960246,,0.98021513,,R,
,3-Furancarboxylic acid_RT4,2-Ketohexanoic acid_RT2,CASNO:2492-75-3,148.0967605,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1357838,0.9799898,2.79E+08,148.0967605,10.16076762,5.93E-05,0.400202862,0.001144409,0.587057114,,0.9799898,,0.043226857,
,3-Furancarboxylic acid_RT4,2-Ketohexanoic acid_RT2,CASNO:2492-75-3,148.0967535,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1357838,0.97764885,2.19E+08,148.0967535,10.17051799,6.62E-05,0.447024288,0.001022339,0.558702596,,0.9776488,,R,
,3-Furancarboxylic acid_RT4,2-Ketohexanoic acid_RT2,CASNO:2492-75-3,148.0968394,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1357838,0.9933537,2.34E+08,148.0968394,10.6761322,1.97E-05,0.132925769,9.92E-04,0.540856806,,0.9933537,,R,
,3-Furancarboxylic acid_RT4,2-Ketohexanoic acid_RT2,CASNO:2492-75-3,148.0968101,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1357838,0.90672195,2.56E+08,148.0968101,10.27719014,9.64E-06,0.065065437,0.001159668,0.563893064,0.8166972,0.9967467,,0.01987529,
,3-Furancarboxylic acid_RT4,2-Ketohexanoic acid_RT2,CASNO:2492-75-3,148.0967821,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1357838,0.9872821,3.25E+08,148.0967821,10.7092336,3.77E-05,0.25435741,0.001480103,0.556512451,,0.9872821,,R,
,3-Furancarboxylic acid_RT4,2-Ketohexanoic acid_RT2,CASNO:2492-75-3,148.0967224,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1357838,0.9671539,1.54E+08,148.0967224,10.6761322,9.73E-05,0.656920745,0.001037598,0.089746698,,0.96715397,,R,
,3-Furancarboxylic acid_RT4,2-Ketohexanoic acid_RT2,CASNO:2492-75-3,148.0967052,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1357838,0.96134675,3.75E+08,148.0967052,10.70935465,1.14E-04,0.773064426,0.00138855,0.577336693,,0.96134675,,R,
,3-Furancarboxylic acid_RT4,DL-Mevalonic acid lactone_RT2,CASNO:674-26-0,148.0967352,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1193790,0.9714648,2.44E+08,148.0967352,10.2576182,8.45E-05,0.570702891,0.001419067,0.588669014,,0.9714648,,0.014759973,
,3-Furancarboxylic acid_RT4,DL-Mevalonic acid lactone_RT2,CASNO:674-26-0,148.0967611,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1193790,0.9802152,2.65E+08,148.0967611,10.6761322,5.86E-05,0.395696911,0.001022339,0.576960246,,0.98021513,,R,
,3-Furancarboxylic acid_RT4,DL-Mevalonic acid lactone_RT2,CASNO:674-26-0,148.0967605,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1193790,0.9799898,2.79E+08,148.0967605,10.16076762,5.93E-05,0.400202862,0.001144409,0.587057114,,0.9799898,,0.043226857,
,3-Furancarboxylic acid_RT4,DL-Mevalonic acid lactone_RT2,CASNO:674-26-0,148.0967535,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1193790,0.97764885,2.19E+08,148.0967535,10.17051799,6.62E-05,0.447024288,0.001022339,0.558702596,,0.9776488,,R,
,3-Furancarboxylic acid_RT4,DL-Mevalonic acid lactone_RT2,CASNO:674-26-0,148.0968394,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1193790,0.9933537,2.34E+08,148.0968394,10.6761322,1.97E-05,0.132925769,9.92E-04,0.540856806,,0.9933537,,R,
,3-Furancarboxylic acid_RT4,DL-Mevalonic acid lactone_RT2,CASNO:674-26-0,148.0968101,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1193790,0.90672195,2.56E+08,148.0968101,10.27719014,9.64E-06,0.065065437,0.001159668,0.563893064,0.8166972,0.9967467,,0.01987529,
,3-Furancarboxylic acid_RT4,DL-Mevalonic acid lactone_RT2,CASNO:674-26-0,148.0967821,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1193790,0.9872821,3.25E+08,148.0967821,10.7092336,3.77E-05,0.25435741,0.001480103,0.556512451,,0.9872821,,R,
,3-Furancarboxylic acid_RT4,DL-Mevalonic acid lactone_RT2,CASNO:674-26-0,148.0967224,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1193790,0.9671539,1.54E+08,148.0967224,10.6761322,9.73E-05,0.656920745,0.001037598,0.089746698,,0.96715397,,R,
,3-Furancarboxylic acid_RT4,DL-Mevalonic acid lactone_RT2,CASNO:674-26-0,148.0967052,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1193790,0.96134675,3.75E+08,148.0967052,10.70935465,1.14E-04,0.773064426,0.00138855,0.577336693,,0.96134675,,R,
,3-Furancarboxylic acid_RT4,4-Methyl-2-oxovaleric acid_RT2,CASNO:816-66-0,148.0967352,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1052329,0.9714648,2.44E+08,148.0967352,10.2576182,8.45E-05,0.570702891,0.001419067,0.588669014,,0.9714648,,0.014759973,
,3-Furancarboxylic acid_RT4,4-Methyl-2-oxovaleric acid_RT2,CASNO:816-66-0,148.0967611,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1052329,0.9802152,2.65E+08,148.0967611,10.6761322,5.86E-05,0.395696911,0.001022339,0.576960246,,0.98021513,,R,
,3-Furancarboxylic acid_RT4,4-Methyl-2-oxovaleric acid_RT2,CASNO:816-66-0,148.0967605,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1052329,0.9799898,2.79E+08,148.0967605,10.16076762,5.93E-05,0.400202862,0.001144409,0.587057114,,0.9799898,,0.043226857,
,3-Furancarboxylic acid_RT4,4-Methyl-2-oxovaleric acid_RT2,CASNO:816-66-0,148.0967535,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1052329,0.97764885,2.19E+08,148.0967535,10.17051799,6.62E-05,0.447024288,0.001022339,0.558702596,,0.9776488,,R,
,3-Furancarboxylic acid_RT4,4-Methyl-2-oxovaleric acid_RT2,CASNO:816-66-0,148.0968394,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1052329,0.9933537,2.34E+08,148.0968394,10.6761322,1.97E-05,0.132925769,9.92E-04,0.540856806,,0.9933537,,R,
,3-Furancarboxylic acid_RT4,4-Methyl-2-oxovaleric acid_RT2,CASNO:816-66-0,148.0968101,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1052329,0.90672195,2.56E+08,148.0968101,10.27719014,9.64E-06,0.065065437,0.001159668,0.563893064,0.8166972,0.9967467,,0.01987529,
,3-Furancarboxylic acid_RT4,4-Methyl-2-oxovaleric acid_RT2,CASNO:816-66-0,148.0967821,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1052329,0.9872821,3.25E+08,148.0967821,10.7092336,3.77E-05,0.25435741,0.001480103,0.556512451,,0.9872821,,R,
,3-Furancarboxylic acid_RT4,4-Methyl-2-oxovaleric acid_RT2,CASNO:816-66-0,148.0967224,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1052329,0.9671539,1.54E+08,148.0967224,10.6761322,9.73E-05,0.656920745,0.001037598,0.089746698,,0.96715397,,R,
,3-Furancarboxylic acid_RT4,4-Methyl-2-oxovaleric acid_RT2,CASNO:816-66-0,148.0967052,[M+NH4]+,1,148.09676,NaN,10.479231,0.25219625,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1052329,0.96134675,3.75E+08,148.0967052,10.70935465,1.14E-04,0.773064426,0.00138855,0.577336693,,0.96134675,,R,
,DL-Pyroglutamic acid,Clomethiazole,CASNO:533-45-9,179.0405029,[M+NH4]+,1,179.04042,NaN,8.4173975,0.1257098,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1211924,0.97781706,6.54E+08,179.0405029,8.354968262,7.94E-05,0.443659226,0.001113892,2.49913915,,0.97781706,,R,
,DL-Pyroglutamic acid,Clomethiazole,CASNO:533-45-9,179.040469,[M+NH4]+,1,179.04042,NaN,8.4173975,0.1257098,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1211924,0.98729146,3.84E+07,179.040469,8.477652486,4.55E-05,0.2541713,4.58E-05,0.357165019,,0.98729146,,R,
,DL-Pyroglutamic acid,Clomethiazole,CASNO:533-45-9,179.0404515,[M+NH4]+,1,179.04042,NaN,8.4173975,0.1257098,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1211924,0.9404402,6.51E+08,179.0404515,8.417097982,2.80E-05,0.156292834,0.001541138,2.196555074,0.88869494,0.99218535,,0.38062054,
,DL-Pyroglutamic acid,Clomethiazole,CASNO:533-45-9,179.0404575,[M+NH4]+,1,179.04042,NaN,8.4173975,0.1257098,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1211924,0.9904898,5.92E+07,179.0404575,8.197472636,3.41E-05,0.190205594,1.53E-05,0.546915181,,0.9904897,,R,
,DL-Pyroglutamic acid,Clomethiazole,CASNO:533-45-9,179.0404306,[M+NH4]+,1,179.04042,NaN,8.4173975,0.1257098,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1211924,0.9440438,6.45E+08,179.0404306,8.543429565,7.08E-06,0.039563391,0.001525879,2.296457926,0.8900657,0.99802184,,0.50240207,
,DL-Pyroglutamic acid,Clomethiazole,CASNO:533-45-9,179.0403094,[M+NH4]+,1,179.04042,NaN,8.4173975,0.1257098,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1211924,0.9681443,3.18E+07,179.0403094,8.606667074,1.14E-04,0.637112657,3.05E-05,0.253999329,,0.96814436,,R,
,DL-Pyroglutamic acid,Clomethiazole,CASNO:533-45-9,179.0404401,[M+NH4]+,1,179.04042,NaN,8.4173975,0.1257098,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1211924,0.99535483,1.12E+08,179.0404401,8.283493042,1.66E-05,0.092901786,5.65E-04,0.456650194,,0.9953549,,R,
,DL-Pyroglutamic acid,Clomethiazole,CASNO:533-45-9,179.0404614,[M+NH4]+,1,179.04042,NaN,8.4173975,0.1257098,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1211924,0.9893988,5.11E+07,179.0404614,8.432886251,3.80E-05,0.212025892,4.58E-05,0.520974731,,0.9893987,,R,
,DL-Pyroglutamic acid,Clomethiazole,CASNO:533-45-9,179.040399,[M+NH4]+,1,179.04042,NaN,8.4173975,0.1257098,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1211924,0.99315536,8.89E+07,179.040399,8.442911784,2.45E-05,0.136892626,0.001144409,0.102312016,,0.99315536,,R,
,Octaethylene glycol,Octaethylene glycol,CASNO:5117-19-1,388.2537842,[M+NH4]+,1,388.2539,NaN,4.419108,0.13580218,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1229851,0.96572447,1.53E+08,388.2537842,4.477526347,3.24E-04,0.834531307,0.001922607,0.295964718,0.9801914,0.9582734,0.9633858,0.3089106,
,Octaethylene glycol,Octaethylene glycol,CASNO:5117-19-1,388.2539101,[M+NH4]+,1,388.2539,NaN,4.419108,0.13580218,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1229843,0.97448796,1.65E+08,388.2539101,4.515925598,1.98E-04,0.51024021,0.005371094,0.391924763,,0.97448796,,R,
,Octaethylene glycol,Octaethylene glycol,CASNO:5117-19-1,388.2539878,[M+NH4]+,1,388.2539,NaN,4.419108,0.13580218,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1229850,0.95797867,1.31E+08,388.2539878,4.263872274,1.20E-04,0.310045132,0.002471924,0.0874849,0.905633,0.9844977,0.96658754,0.7294053,
,L-Serine_RT7,"3,5-Dinitrobenzyl alcohol",CASNO:71022-43-0,216.0631644,[M+NH4]+,1,216.06313,NaN,11.162303,0.06073179,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1332609,0.6140927,4.10E+08,216.0631644,11.23895671,0.001667607,7.718205608,0.002044678,0.098979402,,0.6140927,,R,
,L-Serine_RT7,"3,5-Dinitrobenzyl alcohol",CASNO:71022-43-0,216.0631338,[M+NH4]+,1,216.06313,NaN,11.162303,0.06073179,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1332607,0.7538619,2.92E+09,216.0631338,11.18738912,0.001636942,7.57627767,0.003433228,0.101448321,0.5309875,0.621189,0.8723777,0.001388509,
,L-Serine_RT7,"3,5-Dinitrobenzyl alcohol",CASNO:71022-43-0,216.0630517,[M+NH4]+,1,216.06313,NaN,11.162303,0.06073179,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1332607,0.7525299,3.12E+08,216.0630517,11.25800476,0.00155488,7.196471085,0.00201416,0.095229149,0.5947336,0.64017904,0.842579,0.001422792,
,L-Serine_RT7,"3,5-Dinitrobenzyl alcohol",CASNO:71022-43-0,216.0631854,[M+NH4]+,1,216.06313,NaN,11.162303,0.06073179,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1332609,0.65089047,2.50E+09,216.0631854,11.20763652,0.001688524,7.815017308,0.002151489,0.088627148,0.69252867,0.6092522,,0.007916532,
,L-Serine_RT7,"3,5-Dinitrobenzyl alcohol",CASNO:71022-43-0,216.0630547,[M+NH4]+,1,216.06313,NaN,11.162303,0.06073179,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1332607,0.795705,2.91E+08,216.0630547,11.11374817,0.001557849,7.210210167,0.001968384,0.083932296,,0.63949215,0.847776,1.57E-04,
,L-Serine_RT7,"3,5-Dinitrobenzyl alcohol",CASNO:71022-43-0,216.0631703,[M+NH4]+,1,216.06313,NaN,11.162303,0.06073179,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1332607,0.78226334,2.83E+09,216.0631703,11.11374817,0.00167344,7.745204098,0.003372192,0.078856842,0.6772936,0.61274284,0.87376004,0.002098835,
,L-Serine_RT7,"3,5-Dinitrobenzyl alcohol",CASNO:71022-43-0,216.0630778,[M+NH4]+,1,216.06313,NaN,11.162303,0.06073179,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1332607,0.8004482,2.24E+09,216.0630778,11.11374817,0.001580937,7.317068061,0.00239563,0.087772902,0.74042356,0.6341493,0.87588924,0.01215055,
,L-Serine_RT7,"3,5-Dinitrobenzyl alcohol",CASNO:71022-43-0,216.0630945,[M+NH4]+,1,216.06313,NaN,11.162303,0.06073179,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1332607,0.78393847,2.51E+09,216.0630945,11.11374817,0.001597667,7.394499347,0.003860474,0.096166507,0.6666654,0.63027775,0.8742497,0.015265755,
,L-Serine_RT7,"3,5-Dinitrobenzyl alcohol",CASNO:71022-43-0,216.0630725,[M+NH4]+,1,216.06313,NaN,11.162303,0.06073179,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1332607,0.7787364,2.49E+09,216.0630725,11.11374817,0.001575694,7.292804305,0.002365112,0.092213869,0.6315106,0.63536245,0.875603,0.013639146,
,Niacinamide,Hexaethylene glycol_RT2,CASNO:2615-15-8,300.2013996,[M+NH4]+,1,300.20142,NaN,4.7223115,0.06724047,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1186830,0.95350504,6.51E+07,300.2013996,4.670688883,2.79E-04,0.929897931,0.002410889,0.385617606,,0.95350504,,R,
,Niacinamide,Hexaethylene glycol_RT2,CASNO:2615-15-8,300.2013673,[M+NH4]+,1,300.20142,NaN,4.7223115,0.06724047,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1186830,0.9423075,1.33E+08,300.2013673,4.733607483,3.11E-04,1.037437821,0.002410889,0.426130263,0.936487,0.94812804,,0.63702327,
,Niacinamide,Hexaethylene glycol_RT2,CASNO:2615-15-8,300.2014734,[M+NH4]+,1,300.20142,NaN,4.7223115,0.06724047,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1186830,0.96581095,6.96E+07,300.2014734,4.671911112,2.05E-04,0.683778651,0.002441406,0.381295331,,0.965811,,R,
,Niacinamide,Hexaethylene glycol_RT2,CASNO:2615-15-8,300.2014161,[M+NH4]+,1,300.20142,NaN,4.7223115,0.06724047,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1186830,0.95625705,1.37E+08,300.2014161,4.813037618,2.63E-04,0.874858128,0.002471924,0.375634066,,0.95625705,,R,
,Niacinamide,"Carnosine, butyl ester_RT2",INCHIKEY:IOZJTDGLPOHPNZ-LLVKDONJSA-N,300.2013996,[M+NH4]+,1,300.20142,NaN,4.7223115,0.06724047,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1006994,0.7307559,6.51E+07,300.2013996,4.670688883,0.001616549,5.384852361,0.002410889,0.385617606,,0.7307559,,R,
,Niacinamide,"Carnosine, butyl ester_RT2",INCHIKEY:IOZJTDGLPOHPNZ-LLVKDONJSA-N,300.2013673,[M+NH4]+,1,300.20142,NaN,4.7223115,0.06724047,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1006994,0.83951586,1.33E+08,300.2013673,4.733607483,0.001648833,5.492391772,0.002410889,0.426130263,0.95365286,0.7253789,,0.63702327,
,Niacinamide,"Carnosine, butyl ester_RT2",INCHIKEY:IOZJTDGLPOHPNZ-LLVKDONJSA-N,300.2014734,[M+NH4]+,1,300.20142,NaN,4.7223115,0.06724047,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1006994,0.74306196,6.96E+07,300.2014734,4.671911112,0.001542663,5.138734177,0.002441406,0.381295331,,0.74306196,,R,
,Niacinamide,"Carnosine, butyl ester_RT2",INCHIKEY:IOZJTDGLPOHPNZ-LLVKDONJSA-N,300.2014161,[M+NH4]+,1,300.20142,NaN,4.7223115,0.06724047,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1006994,0.73350793,1.37E+08,300.2014161,4.813037618,0.001600026,5.329812803,0.002471924,0.375634066,,0.73350793,,R,
,Nonaethylene glycol,Nonaethylene glycol,CASNO:3386-18-3,432.2806291,[M+NH4]+,1,432.28036,0.43539777,4.474804,0.04254798,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1230592,0.9645848,1.02E+06,432.2806291,4.430960083,3.06E-04,0.708303469,0,0,,0.9645848,,R,
,Nonaethylene glycol,Nonaethylene glycol,CASNO:3386-18-3,432.2802666,[M+NH4]+,1,432.28036,0.43539777,4.474804,0.04254798,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1230603,0.9757383,1.31E+08,432.2802666,4.515925598,5.64E-05,0.130368345,0.004760742,0.126456364,0.9331387,0.9934816,0.98402375,0.20694314,
,Nonaethylene glycol,Nonaethylene glycol,CASNO:3386-18-3,432.2801209,[M+NH4]+,1,432.28036,0.43539777,4.474804,0.04254798,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1230592,0.9766239,1.04E+08,432.2801209,4.477526347,2.02E-04,0.467521491,0.005767822,0.152448018,,0.9766239,,R,
,N-Acetylputrescine_RT3,.epsilon.-Caprolactam_RT3,CASNO:105-60-2,131.1178883,[M+NH4]+,1,131.1179,0.18604323,18.054193,0.15103148,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1360881,0.9995451,6.25E+08,131.1178883,17.91803996,1.19E-06,0.009097728,8.39E-04,0.632251994,,0.9995451,,R,
,N-Acetylputrescine_RT3,.epsilon.-Caprolactam_RT3,CASNO:105-60-2,131.1179593,[M+NH4]+,1,131.1179,0.18604323,18.054193,0.15103148,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1360880,0.94014484,8.02E+08,131.1179593,17.92115275,6.98E-05,0.532564721,0.001190186,0.512197463,,0.9733718,0.92906916,0.8835179,
,N-Acetylputrescine_RT3,.epsilon.-Caprolactam_RT3,CASNO:105-60-2,131.1178724,[M+NH4]+,1,131.1179,0.18604323,18.054193,0.15103148,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1360881,0.99346316,1.52E+08,131.1178724,18.14102376,1.71E-05,0.130737583,8.24E-04,0.368212096,,0.9934631,,0.31656393,
,N-Acetylputrescine_RT3,.epsilon.-Caprolactam_RT3,CASNO:105-60-2,131.1179386,[M+NH4]+,1,131.1179,0.18604323,18.054193,0.15103148,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1360881,0.98127353,6.51E+07,131.1179386,18.33925578,4.91E-05,0.374528605,7.93E-04,0.134745757,,0.9812736,,R,
,N-Acetylputrescine_RT3,.epsilon.-Caprolactam_RT3,CASNO:105-60-2,131.1179037,[M+NH4]+,1,131.1179,0.18604323,18.054193,0.15103148,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1360881,0.99457854,1.51E+08,131.1179037,18.16749878,1.42E-05,0.108429546,8.39E-04,0.376769002,,0.99457854,,R,
,N-Acetylputrescine_RT3,.epsilon.-Caprolactam_RT3,CASNO:105-60-2,131.1179209,[M+NH4]+,1,131.1179,0.18604323,18.054193,0.15103148,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1360880,0.9512546,8.67E+08,131.1179209,17.91766968,3.14E-05,0.239653284,0.001190186,0.619274394,0.98540133,0.9880173,0.92761815,0.568055,
